NAME10,UATYP10,AFFGEOID
"Chicago, IL--IN",U,1400000US17043840000
"Chicago, IL--IN",U,1400000US17031760803
"Chicago, IL--IN",U,1400000US17031170100
"Chicago, IL--IN",U,1400000US17031110300
"Chicago, IL--IN",U,1400000US17031150402
"Chicago, IL--IN",U,1400000US17043843200
"Chicago, IL--IN",U,1400000US17043843800
"Chicago, IL--IN",U,1400000US17043840706
"Chicago, IL--IN",U,1400000US17043842800
"Chicago, IL--IN",U,1400000US17031811800
"Chicago, IL--IN",U,1400000US17043842000
"Chicago, IL--IN",U,1400000US17043840910
"Chicago, IL--IN",U,1400000US17043840908
"Chicago, IL--IN",U,1400000US17043841705
"Chicago, IL--IN",U,1400000US17043842300
"Chicago, IL--IN",U,1400000US17043842710
"Chicago, IL--IN",U,1400000US17043842200
"Chicago, IL--IN",U,1400000US17043842706
"Chicago, IL--IN",U,1400000US17043844306
"Chicago, IL--IN",U,1400000US17043844501
"Chicago, IL--IN",U,1400000US17043842100
"Chicago, IL--IN",U,1400000US17043841209
"Chicago, IL--IN",U,1400000US17043841114
"Chicago, IL--IN",U,1400000US17043841207
"Chicago, IL--IN",U,1400000US17043841113
"Chicago, IL--IN",U,1400000US17043840907
"Chicago, IL--IN",U,1400000US17043840904
"Chicago, IL--IN",U,1400000US17043840911
"Chicago, IL--IN",U,1400000US17043841204
"Chicago, IL--IN",U,1400000US17043842703
"Chicago, IL--IN",U,1400000US17043841902
"Chicago, IL--IN",U,1400000US17043842400
"Chicago, IL--IN",U,1400000US17043842702
"Chicago, IL--IN",U,1400000US17043842704
"Chicago, IL--IN",U,1400000US17043842500
"Chicago, IL--IN",U,1400000US17043841206
"Chicago, IL--IN",U,1400000US17043841802
"Chicago, IL--IN",U,1400000US17043841801
"Chicago, IL--IN",U,1400000US17043841703
"Chicago, IL--IN",U,1400000US17043841208
"Chicago, IL--IN",U,1400000US17043841210
"Chicago, IL--IN",U,1400000US17043841901
"Chicago, IL--IN",U,1400000US17043841205
"Chicago, IL--IN",U,1400000US17043841326
"Chicago, IL--IN",U,1400000US17043841704
"Chicago, IL--IN",U,1400000US17097864204
"Chicago, IL--IN",U,1400000US17111870803
"Chicago, IL--IN",U,1400000US17111870807
"Chicago, IL--IN",U,1400000US17111870808
"Chicago, IL--IN",U,1400000US17111870809
"Chicago, IL--IN",U,1400000US17097860101
"Chicago, IL--IN",U,1400000US17197883210
"Chicago, IL--IN",U,1400000US17197883214
"Chicago, IL--IN",U,1400000US17197883209
"Chicago, IL--IN",U,1400000US17197883208
"Chicago, IL--IN",U,1400000US17197882000
"Chicago, IL--IN",U,1400000US17197882701
"Chicago, IL--IN",U,1400000US17197882702
"Chicago, IL--IN",U,1400000US17197880702
"Chicago, IL--IN",U,1400000US17197880602
"Chicago, IL--IN",U,1400000US17197880701
"Chicago, IL--IN",U,1400000US17197880502
"Chicago, IL--IN",U,1400000US17197880507
"Chicago, IL--IN",U,1400000US17197880901
"Chicago, IL--IN",U,1400000US17197880903
"Chicago, IL--IN",U,1400000US17197880505
"Chicago, IL--IN",U,1400000US17197884103
"Chicago, IL--IN",U,1400000US17197980100
"Chicago, IL--IN",U,1400000US17197880414
"Chicago, IL--IN",U,1400000US17197880412
"Chicago, IL--IN",U,1400000US17197880419
"Chicago, IL--IN",U,1400000US17197880420
"Chicago, IL--IN",U,1400000US17197880417
"Chicago, IL--IN",U,1400000US17197880410
"Chicago, IL--IN",U,1400000US17197880411
"Chicago, IL--IN",U,1400000US17197880415
"Chicago, IL--IN",U,1400000US17197880416
"Chicago, IL--IN",U,1400000US17197881604
"Chicago, IL--IN",U,1400000US17197881401
"Chicago, IL--IN",U,1400000US17197880905
"Chicago, IL--IN",U,1400000US17197881603
"Chicago, IL--IN",U,1400000US17197881800
"Chicago, IL--IN",U,1400000US17197882100
"Chicago, IL--IN",U,1400000US17197881200
"Chicago, IL--IN",U,1400000US17197882200
"Chicago, IL--IN",U,1400000US17197881700
"Chicago, IL--IN",U,1400000US17197881500
"Chicago, IL--IN",U,1400000US17197881402
"Chicago, IL--IN",U,1400000US17197883305
"Chicago, IL--IN",U,1400000US17197883213
"Chicago, IL--IN",U,1400000US17197883211
"Chicago, IL--IN",U,1400000US17197883100
"Chicago, IL--IN",U,1400000US17197882900
"Chicago, IL--IN",U,1400000US17197883000
"Chicago, IL--IN",U,1400000US17197882500
"Chicago, IL--IN",U,1400000US17197882801
"Chicago, IL--IN",U,1400000US17197882602
"Chicago, IL--IN",U,1400000US17197882400
"Chicago, IL--IN",U,1400000US17197882300
"Chicago, IL--IN",U,1400000US17031070400
"Chicago, IL--IN",U,1400000US17031070102
"Chicago, IL--IN",U,1400000US17031063301
"Chicago, IL--IN",U,1400000US17031062100
"Chicago, IL--IN",U,1400000US17031062200
"Chicago, IL--IN",U,1400000US17031062000
"Chicago, IL--IN",U,1400000US17097860200
"Chicago, IL--IN",U,1400000US17097860104
"Chicago, IL--IN",U,1400000US17097860103
"Chicago, IL--IN",U,1400000US17097860301
"Chicago, IL--IN",U,1400000US17031243500
"Chicago, IL--IN",U,1400000US17031081700
"Chicago, IL--IN",U,1400000US17031081600
"Chicago, IL--IN",U,1400000US17031842200
"Chicago, IL--IN",U,1400000US17031080300
"Chicago, IL--IN",U,1400000US17031071800
"Chicago, IL--IN",U,1400000US17031071600
"Chicago, IL--IN",U,1400000US17031081800
"Chicago, IL--IN",U,1400000US17031833000
"Chicago, IL--IN",U,1400000US17031831300
"Chicago, IL--IN",U,1400000US17031260300
"Chicago, IL--IN",U,1400000US17031230900
"Chicago, IL--IN",U,1400000US17031243100
"Chicago, IL--IN",U,1400000US17031280400
"Chicago, IL--IN",U,1400000US17031241600
"Chicago, IL--IN",U,1400000US17043846003
"Chicago, IL--IN",U,1400000US17043846002
"Chicago, IL--IN",U,1400000US17031835500
"Chicago, IL--IN",U,1400000US17043842711
"Chicago, IL--IN",U,1400000US17031340500
"Chicago, IL--IN",U,1400000US17197883505
"Chicago, IL--IN",U,1400000US17031830008
"Chicago, IL--IN",U,1400000US17197883605
"Chicago, IL--IN",U,1400000US17197883603
"Chicago, IL--IN",U,1400000US17197883516
"Chicago, IL--IN",U,1400000US17197883504
"Chicago, IL--IN",U,1400000US17197883509
"Chicago, IL--IN",U,1400000US17197881113
"Chicago, IL--IN",U,1400000US17043846304
"Chicago, IL--IN",U,1400000US17043846305
"Chicago, IL--IN",U,1400000US17043846313
"Chicago, IL--IN",U,1400000US17043846205
"Chicago, IL--IN",U,1400000US17043846312
"Chicago, IL--IN",U,1400000US17043846315
"Chicago, IL--IN",U,1400000US17111871206
"Chicago, IL--IN",U,1400000US17111871202
"Chicago, IL--IN",U,1400000US17111871209
"Chicago, IL--IN",U,1400000US17111871205
"Chicago, IL--IN",U,1400000US17111871301
"Chicago, IL--IN",U,1400000US17111871311
"Chicago, IL--IN",U,1400000US17111871306
"Chicago, IL--IN",U,1400000US17111871307
"Chicago, IL--IN",U,1400000US17111871305
"Chicago, IL--IN",U,1400000US17111871304
"Chicago, IL--IN",U,1400000US17097864306
"Chicago, IL--IN",U,1400000US17111871105
"Chicago, IL--IN",U,1400000US17111871108
"Chicago, IL--IN",U,1400000US17111871201
"Chicago, IL--IN",U,1400000US17111871207
"Chicago, IL--IN",U,1400000US17111871404
"Chicago, IL--IN",U,1400000US17089850302
"Chicago, IL--IN",U,1400000US17089850101
"Chicago, IL--IN",U,1400000US17089850201
"Chicago, IL--IN",U,1400000US17031804202
"Chicago, IL--IN",U,1400000US17089850400
"Chicago, IL--IN",U,1400000US17089850500
"Chicago, IL--IN",U,1400000US17089850202
"Chicago, IL--IN",U,1400000US17089850301
"Chicago, IL--IN",U,1400000US17089850600
"Chicago, IL--IN",U,1400000US17089850103
"Chicago, IL--IN",U,1400000US17089850106
"Chicago, IL--IN",U,1400000US17111871310
"Chicago, IL--IN",U,1400000US17031804405
"Chicago, IL--IN",U,1400000US17031804404
"Chicago, IL--IN",U,1400000US17031804403
"Chicago, IL--IN",U,1400000US17031804311
"Chicago, IL--IN",U,1400000US17031804406
"Chicago, IL--IN",U,1400000US17031804310
"Chicago, IL--IN",U,1400000US17031804309
"Chicago, IL--IN",U,1400000US17089851301
"Chicago, IL--IN",U,1400000US17089851500
"Chicago, IL--IN",U,1400000US17089851302
"Chicago, IL--IN",U,1400000US17089850800
"Chicago, IL--IN",U,1400000US17089851400
"Chicago, IL--IN",U,1400000US17089851907
"Chicago, IL--IN",U,1400000US17089851909
"Chicago, IL--IN",U,1400000US17089851904
"Chicago, IL--IN",U,1400000US17089851102
"Chicago, IL--IN",U,1400000US17089851101
"Chicago, IL--IN",U,1400000US17089851600
"Chicago, IL--IN",U,1400000US17089851000
"Chicago, IL--IN",U,1400000US17089851908
"Chicago, IL--IN",U,1400000US17089851910
"Chicago, IL--IN",U,1400000US17089854600
"Chicago, IL--IN",U,1400000US17089854002
"Chicago, IL--IN",U,1400000US17089853900
"Chicago, IL--IN",U,1400000US17089854001
"Chicago, IL--IN",U,1400000US17089853100
"Chicago, IL--IN",U,1400000US17089853005
"Chicago, IL--IN",U,1400000US17089853006
"Chicago, IL--IN",U,1400000US17089853007
"Chicago, IL--IN",U,1400000US17089852903
"Chicago, IL--IN",U,1400000US17089852905
"Chicago, IL--IN",U,1400000US17089852906
"Chicago, IL--IN",U,1400000US17089852805
"Chicago, IL--IN",U,1400000US17089852907
"Chicago, IL--IN",U,1400000US17089852002
"Chicago, IL--IN",U,1400000US17089852500
"Chicago, IL--IN",U,1400000US17089854100
"Chicago, IL--IN",U,1400000US17089854200
"Chicago, IL--IN",U,1400000US17089853200
"Chicago, IL--IN",U,1400000US17089854700
"Chicago, IL--IN",U,1400000US17043846412
"Chicago, IL--IN",U,1400000US17043841607
"Chicago, IL--IN",U,1400000US17043846519
"Chicago, IL--IN",U,1400000US17043846504
"Chicago, IL--IN",U,1400000US17043846405
"Chicago, IL--IN",U,1400000US17043846521
"Chicago, IL--IN",U,1400000US17043841606
"Chicago, IL--IN",U,1400000US17043846413
"Chicago, IL--IN",U,1400000US17043841503
"Chicago, IL--IN",U,1400000US17043846103
"Chicago, IL--IN",U,1400000US17043842601
"Chicago, IL--IN",U,1400000US17043846208
"Chicago, IL--IN",U,1400000US17043846104
"Chicago, IL--IN",U,1400000US17043846203
"Chicago, IL--IN",U,1400000US17043846202
"Chicago, IL--IN",U,1400000US17043846209
"Chicago, IL--IN",U,1400000US17043846102
"Chicago, IL--IN",U,1400000US17043846106
"Chicago, IL--IN",U,1400000US17043846515
"Chicago, IL--IN",U,1400000US17043846517
"Chicago, IL--IN",U,1400000US17043846408
"Chicago, IL--IN",U,1400000US17043846507
"Chicago, IL--IN",U,1400000US17043846411
"Chicago, IL--IN",U,1400000US17043846509
"Chicago, IL--IN",U,1400000US17043846409
"Chicago, IL--IN",U,1400000US17043841312
"Chicago, IL--IN",U,1400000US17093890101
"Chicago, IL--IN",U,1400000US17089854400
"Chicago, IL--IN",U,1400000US17089854302
"Chicago, IL--IN",U,1400000US17089853600
"Chicago, IL--IN",U,1400000US17089853400
"Chicago, IL--IN",U,1400000US17089852904
"Chicago, IL--IN",U,1400000US17089853500
"Chicago, IL--IN",U,1400000US17089854301
"Chicago, IL--IN",U,1400000US17089853300
"Chicago, IL--IN",U,1400000US17093890302
"Chicago, IL--IN",U,1400000US17093890202
"Chicago, IL--IN",U,1400000US17093890301
"Chicago, IL--IN",U,1400000US17093890201
"Chicago, IL--IN",U,1400000US17089853008
"Chicago, IL--IN",U,1400000US17089853001
"Chicago, IL--IN",U,1400000US17089853004
"Chicago, IL--IN",U,1400000US17089852807
"Chicago, IL--IN",U,1400000US17089852808
"Chicago, IL--IN",U,1400000US17089854800
"Chicago, IL--IN",U,1400000US17197880119
"Chicago, IL--IN",U,1400000US17197880118
"Chicago, IL--IN",U,1400000US17043846207
"Chicago, IL--IN",U,1400000US17043846201
"Chicago, IL--IN",U,1400000US17043846514
"Chicago, IL--IN",U,1400000US17043846518
"Chicago, IL--IN",U,1400000US17043846522
"Chicago, IL--IN",U,1400000US17197880204
"Chicago, IL--IN",U,1400000US17197880203
"Chicago, IL--IN",U,1400000US17197880202
"Chicago, IL--IN",U,1400000US17197880121
"Chicago, IL--IN",U,1400000US17197880114
"Chicago, IL--IN",U,1400000US17197880120
"Chicago, IL--IN",U,1400000US17197880106
"Chicago, IL--IN",U,1400000US17197880109
"Chicago, IL--IN",U,1400000US17197880111
"Chicago, IL--IN",U,1400000US17197880113
"Chicago, IL--IN",U,1400000US17197880116
"Chicago, IL--IN",U,1400000US17197880310
"Chicago, IL--IN",U,1400000US17197880314
"Chicago, IL--IN",U,1400000US17197880309
"Chicago, IL--IN",U,1400000US17197880306
"Chicago, IL--IN",U,1400000US17197880313
"Chicago, IL--IN",U,1400000US17197880308
"Chicago, IL--IN",U,1400000US17197880304
"Chicago, IL--IN",U,1400000US17197880305
"Chicago, IL--IN",U,1400000US17197880307
"Chicago, IL--IN",U,1400000US17197880312
"Chicago, IL--IN",U,1400000US17031480500
"Chicago, IL--IN",U,1400000US17031460100
"Chicago, IL--IN",U,1400000US17031460600
"Chicago, IL--IN",U,1400000US17031460700
"Chicago, IL--IN",U,1400000US17031460400
"Chicago, IL--IN",U,1400000US17031460301
"Chicago, IL--IN",U,1400000US17031460200
"Chicago, IL--IN",U,1400000US17031460302
"Chicago, IL--IN",U,1400000US17031431301
"Chicago, IL--IN",U,1400000US17031431400
"Chicago, IL--IN",U,1400000US17031431302
"Chicago, IL--IN",U,1400000US17031430200
"Chicago, IL--IN",U,1400000US17031430500
"Chicago, IL--IN",U,1400000US17031430101
"Chicago, IL--IN",U,1400000US17031430800
"Chicago, IL--IN",U,1400000US17031430102
"Chicago, IL--IN",U,1400000US17031430700
"Chicago, IL--IN",U,1400000US17031430600
"Chicago, IL--IN",U,1400000US17031430900
"Chicago, IL--IN",U,1400000US17031843900
"Chicago, IL--IN",U,1400000US17031420100
"Chicago, IL--IN",U,1400000US17031480300
"Chicago, IL--IN",U,1400000US17031480400
"Chicago, IL--IN",U,1400000US17031470100
"Chicago, IL--IN",U,1400000US17031480200
"Chicago, IL--IN",U,1400000US17031480100
"Chicago, IL--IN",U,1400000US17031440102
"Chicago, IL--IN",U,1400000US17031450300
"Chicago, IL--IN",U,1400000US17031460500
"Chicago, IL--IN",U,1400000US17031834300
"Chicago, IL--IN",U,1400000US17031834200
"Chicago, IL--IN",U,1400000US17031431200
"Chicago, IL--IN",U,1400000US17031420200
"Chicago, IL--IN",U,1400000US17031430300
"Chicago, IL--IN",U,1400000US17031430400
"Chicago, IL--IN",U,1400000US17031420400
"Chicago, IL--IN",U,1400000US17031420800
"Chicago, IL--IN",U,1400000US17031841800
"Chicago, IL--IN",U,1400000US17031834400
"Chicago, IL--IN",U,1400000US17031210602
"Chicago, IL--IN",U,1400000US17031220601
"Chicago, IL--IN",U,1400000US17031230800
"Chicago, IL--IN",U,1400000US17031222800
"Chicago, IL--IN",U,1400000US17031221100
"Chicago, IL--IN",U,1400000US17031230300
"Chicago, IL--IN",U,1400000US17031231500
"Chicago, IL--IN",U,1400000US17031230600
"Chicago, IL--IN",U,1400000US17031230700
"Chicago, IL--IN",U,1400000US17031230500
"Chicago, IL--IN",U,1400000US17031231200
"Chicago, IL--IN",U,1400000US17031842100
"Chicago, IL--IN",U,1400000US17031220902
"Chicago, IL--IN",U,1400000US17031200300
"Chicago, IL--IN",U,1400000US17031200200
"Chicago, IL--IN",U,1400000US17031220702
"Chicago, IL--IN",U,1400000US17031220701
"Chicago, IL--IN",U,1400000US17031210501
"Chicago, IL--IN",U,1400000US17031161300
"Chicago, IL--IN",U,1400000US17031710100
"Chicago, IL--IN",U,1400000US17031710900
"Chicago, IL--IN",U,1400000US17031691200
"Chicago, IL--IN",U,1400000US17031681400
"Chicago, IL--IN",U,1400000US17031681200
"Chicago, IL--IN",U,1400000US17031690300
"Chicago, IL--IN",U,1400000US17031691100
"Chicago, IL--IN",U,1400000US17031680900
"Chicago, IL--IN",U,1400000US17031681100
"Chicago, IL--IN",U,1400000US17031681300
"Chicago, IL--IN",U,1400000US17031681000
"Chicago, IL--IN",U,1400000US17031710300
"Chicago, IL--IN",U,1400000US17031710600
"Chicago, IL--IN",U,1400000US17031710700
"Chicago, IL--IN",U,1400000US17031711100
"Chicago, IL--IN",U,1400000US17031710200
"Chicago, IL--IN",U,1400000US17031710800
"Chicago, IL--IN",U,1400000US17031711000
"Chicago, IL--IN",U,1400000US17031671100
"Chicago, IL--IN",U,1400000US17031671900
"Chicago, IL--IN",U,1400000US17031834900
"Chicago, IL--IN",U,1400000US17031671800
"Chicago, IL--IN",U,1400000US17031671600
"Chicago, IL--IN",U,1400000US17031730300
"Chicago, IL--IN",U,1400000US17031730201
"Chicago, IL--IN",U,1400000US17031730202
"Chicago, IL--IN",U,1400000US17031711400
"Chicago, IL--IN",U,1400000US17031711300
"Chicago, IL--IN",U,1400000US17031711500
"Chicago, IL--IN",U,1400000US17031251600
"Chicago, IL--IN",U,1400000US17031190200
"Chicago, IL--IN",U,1400000US17031190800
"Chicago, IL--IN",U,1400000US17031151002
"Chicago, IL--IN",U,1400000US17031190100
"Chicago, IL--IN",U,1400000US17031151001
"Chicago, IL--IN",U,1400000US17031250200
"Chicago, IL--IN",U,1400000US17031251700
"Chicago, IL--IN",U,1400000US17031251800
"Chicago, IL--IN",U,1400000US17031190402
"Chicago, IL--IN",U,1400000US17031151100
"Chicago, IL--IN",U,1400000US17031190300
"Chicago, IL--IN",U,1400000US17031190702
"Chicago, IL--IN",U,1400000US17031191200
"Chicago, IL--IN",U,1400000US17031250300
"Chicago, IL--IN",U,1400000US17031813600
"Chicago, IL--IN",U,1400000US17031813500
"Chicago, IL--IN",U,1400000US17031813400
"Chicago, IL--IN",U,1400000US17031820700
"Chicago, IL--IN",U,1400000US17031815500
"Chicago, IL--IN",U,1400000US17031814500
"Chicago, IL--IN",U,1400000US17031814300
"Chicago, IL--IN",U,1400000US17031815200
"Chicago, IL--IN",U,1400000US17031814000
"Chicago, IL--IN",U,1400000US17031813900
"Chicago, IL--IN",U,1400000US17031813802
"Chicago, IL--IN",U,1400000US17031820800
"Chicago, IL--IN",U,1400000US17031813100
"Chicago, IL--IN",U,1400000US17031813200
"Chicago, IL--IN",U,1400000US17031812900
"Chicago, IL--IN",U,1400000US17031813000
"Chicago, IL--IN",U,1400000US17031252102
"Chicago, IL--IN",U,1400000US17031252202
"Chicago, IL--IN",U,1400000US17031831400
"Chicago, IL--IN",U,1400000US17031252201
"Chicago, IL--IN",U,1400000US17031251500
"Chicago, IL--IN",U,1400000US17031812302
"Chicago, IL--IN",U,1400000US17031251300
"Chicago, IL--IN",U,1400000US17031251900
"Chicago, IL--IN",U,1400000US17031812301
"Chicago, IL--IN",U,1400000US17031812700
"Chicago, IL--IN",U,1400000US17031812801
"Chicago, IL--IN",U,1400000US17031815900
"Chicago, IL--IN",U,1400000US17031251400
"Chicago, IL--IN",U,1400000US17031812802
"Chicago, IL--IN",U,1400000US17031815701
"Chicago, IL--IN",U,1400000US17031814700
"Chicago, IL--IN",U,1400000US17031814800
"Chicago, IL--IN",U,1400000US17031815400
"Chicago, IL--IN",U,1400000US17031815100
"Chicago, IL--IN",U,1400000US17031815000
"Chicago, IL--IN",U,1400000US17031814900
"Chicago, IL--IN",U,1400000US17031815300
"Chicago, IL--IN",U,1400000US17031814600
"Chicago, IL--IN",U,1400000US17031811000
"Chicago, IL--IN",U,1400000US17031810701
"Chicago, IL--IN",U,1400000US17031831500
"Chicago, IL--IN",U,1400000US17031250500
"Chicago, IL--IN",U,1400000US17031190401
"Chicago, IL--IN",U,1400000US17031390100
"Chicago, IL--IN",U,1400000US17031390600
"Chicago, IL--IN",U,1400000US17031410800
"Chicago, IL--IN",U,1400000US17031390700
"Chicago, IL--IN",U,1400000US17031410100
"Chicago, IL--IN",U,1400000US17031411100
"Chicago, IL--IN",U,1400000US17031410900
"Chicago, IL--IN",U,1400000US17031411000
"Chicago, IL--IN",U,1400000US17031410700
"Chicago, IL--IN",U,1400000US17031081300
"Chicago, IL--IN",U,1400000US17031081201
"Chicago, IL--IN",U,1400000US17031080100
"Chicago, IL--IN",U,1400000US17031071500
"Chicago, IL--IN",U,1400000US17031081202
"Chicago, IL--IN",U,1400000US17031330100
"Chicago, IL--IN",U,1400000US17031320600
"Chicago, IL--IN",U,1400000US17031320400
"Chicago, IL--IN",U,1400000US17031081403
"Chicago, IL--IN",U,1400000US17031081402
"Chicago, IL--IN",U,1400000US17031081500
"Chicago, IL--IN",U,1400000US17031081401
"Chicago, IL--IN",U,1400000US17031839000
"Chicago, IL--IN",U,1400000US17031320100
"Chicago, IL--IN",U,1400000US17031839100
"Chicago, IL--IN",U,1400000US17031390300
"Chicago, IL--IN",U,1400000US17031836300
"Chicago, IL--IN",U,1400000US17031390200
"Chicago, IL--IN",U,1400000US17031410600
"Chicago, IL--IN",U,1400000US17031836200
"Chicago, IL--IN",U,1400000US17031351100
"Chicago, IL--IN",U,1400000US17031351000
"Chicago, IL--IN",U,1400000US17031350100
"Chicago, IL--IN",U,1400000US17031836500
"Chicago, IL--IN",U,1400000US17031360200
"Chicago, IL--IN",U,1400000US17031836400
"Chicago, IL--IN",U,1400000US17031835800
"Chicago, IL--IN",U,1400000US17031835700
"Chicago, IL--IN",U,1400000US17031380700
"Chicago, IL--IN",U,1400000US17031380500
"Chicago, IL--IN",U,1400000US17031835900
"Chicago, IL--IN",U,1400000US17031381500
"Chicago, IL--IN",U,1400000US17031381200
"Chicago, IL--IN",U,1400000US17031380200
"Chicago, IL--IN",U,1400000US17031381900
"Chicago, IL--IN",U,1400000US17031380100
"Chicago, IL--IN",U,1400000US17031836000
"Chicago, IL--IN",U,1400000US17031351500
"Chicago, IL--IN",U,1400000US17031351400
"Chicago, IL--IN",U,1400000US17031839600
"Chicago, IL--IN",U,1400000US17031842000
"Chicago, IL--IN",U,1400000US17031839500
"Chicago, IL--IN",U,1400000US17031839200
"Chicago, IL--IN",U,1400000US17031841000
"Chicago, IL--IN",U,1400000US17031834500
"Chicago, IL--IN",U,1400000US17031400500
"Chicago, IL--IN",U,1400000US17031836100
"Chicago, IL--IN",U,1400000US17031381800
"Chicago, IL--IN",U,1400000US17031843600
"Chicago, IL--IN",U,1400000US17031381400
"Chicago, IL--IN",U,1400000US17031400300
"Chicago, IL--IN",U,1400000US17031837800
"Chicago, IL--IN",U,1400000US17031280800
"Chicago, IL--IN",U,1400000US17031280900
"Chicago, IL--IN",U,1400000US17031838000
"Chicago, IL--IN",U,1400000US17031838200
"Chicago, IL--IN",U,1400000US17031838100
"Chicago, IL--IN",U,1400000US17031282800
"Chicago, IL--IN",U,1400000US17031282700
"Chicago, IL--IN",U,1400000US17031832900
"Chicago, IL--IN",U,1400000US17031280100
"Chicago, IL--IN",U,1400000US17031281900
"Chicago, IL--IN",U,1400000US17031833300
"Chicago, IL--IN",U,1400000US17031833100
"Chicago, IL--IN",U,1400000US17031842300
"Chicago, IL--IN",U,1400000US17031260100
"Chicago, IL--IN",U,1400000US17031836800
"Chicago, IL--IN",U,1400000US17031271300
"Chicago, IL--IN",U,1400000US17031836900
"Chicago, IL--IN",U,1400000US17031260400
"Chicago, IL--IN",U,1400000US17031271400
"Chicago, IL--IN",U,1400000US17031260500
"Chicago, IL--IN",U,1400000US17031260800
"Chicago, IL--IN",U,1400000US17031260200
"Chicago, IL--IN",U,1400000US17031836700
"Chicago, IL--IN",U,1400000US17031837100
"Chicago, IL--IN",U,1400000US17031271200
"Chicago, IL--IN",U,1400000US17031837000
"Chicago, IL--IN",U,1400000US17031837400
"Chicago, IL--IN",U,1400000US17031843000
"Chicago, IL--IN",U,1400000US17031838600
"Chicago, IL--IN",U,1400000US17031260900
"Chicago, IL--IN",U,1400000US17031271800
"Chicago, IL--IN",U,1400000US17031261000
"Chicago, IL--IN",U,1400000US17031837300
"Chicago, IL--IN",U,1400000US17031310300
"Chicago, IL--IN",U,1400000US17031842900
"Chicago, IL--IN",U,1400000US17031283800
"Chicago, IL--IN",U,1400000US17031611900
"Chicago, IL--IN",U,1400000US17031612100
"Chicago, IL--IN",U,1400000US17031843800
"Chicago, IL--IN",U,1400000US17031835600
"Chicago, IL--IN",U,1400000US17031842600
"Chicago, IL--IN",U,1400000US17031612000
"Chicago, IL--IN",U,1400000US17031611200
"Chicago, IL--IN",U,1400000US17031611100
"Chicago, IL--IN",U,1400000US17031611000
"Chicago, IL--IN",U,1400000US17031611500
"Chicago, IL--IN",U,1400000US17031611400
"Chicago, IL--IN",U,1400000US17031610300
"Chicago, IL--IN",U,1400000US17031590500
"Chicago, IL--IN",U,1400000US17031590600
"Chicago, IL--IN",U,1400000US17031840300
"Chicago, IL--IN",U,1400000US17031580800
"Chicago, IL--IN",U,1400000US17031611300
"Chicago, IL--IN",U,1400000US17031610400
"Chicago, IL--IN",U,1400000US17031310200
"Chicago, IL--IN",U,1400000US17031600400
"Chicago, IL--IN",U,1400000US17031841100
"Chicago, IL--IN",U,1400000US17031840100
"Chicago, IL--IN",U,1400000US17031340300
"Chicago, IL--IN",U,1400000US17031340400
"Chicago, IL--IN",U,1400000US17031330200
"Chicago, IL--IN",U,1400000US17031841900
"Chicago, IL--IN",U,1400000US17031340600
"Chicago, IL--IN",U,1400000US17031839700
"Chicago, IL--IN",U,1400000US17031839800
"Chicago, IL--IN",U,1400000US17031840000
"Chicago, IL--IN",U,1400000US17031590700
"Chicago, IL--IN",U,1400000US17031839900
"Chicago, IL--IN",U,1400000US17031600900
"Chicago, IL--IN",U,1400000US17031670900
"Chicago, IL--IN",U,1400000US17031680600
"Chicago, IL--IN",U,1400000US17031834800
"Chicago, IL--IN",U,1400000US17031670200
"Chicago, IL--IN",U,1400000US17031670100
"Chicago, IL--IN",U,1400000US17031834700
"Chicago, IL--IN",U,1400000US17031680500
"Chicago, IL--IN",U,1400000US17031834600
"Chicago, IL--IN",U,1400000US17031670800
"Chicago, IL--IN",U,1400000US17031840400
"Chicago, IL--IN",U,1400000US17031600700
"Chicago, IL--IN",U,1400000US17031843200
"Chicago, IL--IN",U,1400000US17031600600
"Chicago, IL--IN",U,1400000US17031840200
"Chicago, IL--IN",U,1400000US17031310900
"Chicago, IL--IN",U,1400000US17031310700
"Chicago, IL--IN",U,1400000US17031310400
"Chicago, IL--IN",U,1400000US17031310500
"Chicago, IL--IN",U,1400000US17031670400
"Chicago, IL--IN",U,1400000US17031670300
"Chicago, IL--IN",U,1400000US17031611600
"Chicago, IL--IN",U,1400000US17031611700
"Chicago, IL--IN",U,1400000US17031611800
"Chicago, IL--IN",U,1400000US17031630100
"Chicago, IL--IN",U,1400000US17031838700
"Chicago, IL--IN",U,1400000US17031292400
"Chicago, IL--IN",U,1400000US17031300500
"Chicago, IL--IN",U,1400000US17031301702
"Chicago, IL--IN",U,1400000US17031292200
"Chicago, IL--IN",U,1400000US17031841400
"Chicago, IL--IN",U,1400000US17031300700
"Chicago, IL--IN",U,1400000US17031301600
"Chicago, IL--IN",U,1400000US17031291200
"Chicago, IL--IN",U,1400000US17031630300
"Chicago, IL--IN",U,1400000US17031630900
"Chicago, IL--IN",U,1400000US17031630400
"Chicago, IL--IN",U,1400000US17031630200
"Chicago, IL--IN",U,1400000US17031835100
"Chicago, IL--IN",U,1400000US17031835000
"Chicago, IL--IN",U,1400000US17031630500
"Chicago, IL--IN",U,1400000US17031630800
"Chicago, IL--IN",U,1400000US17031660400
"Chicago, IL--IN",U,1400000US17031842800
"Chicago, IL--IN",U,1400000US17031291600
"Chicago, IL--IN",U,1400000US17031301200
"Chicago, IL--IN",U,1400000US17031841200
"Chicago, IL--IN",U,1400000US17031841300
